Date,Price
2014-12-23,336.96
2014-12-24,322.53399658203125
2014-12-24,327.59
2014-12-25,319.00799560546875
2014-12-25,319.31
2014-12-26,328.09
2014-12-26,327.92401123046875
2014-12-27,315.8630065917969
2014-12-27,314.45
2014-12-28,317.5
2014-12-28,317.239013671875
2014-12-29,312.6700134277344
2014-12-29,314.49
2014-12-30,310.73699951171875
2014-12-30,313.09
2014-12-31,320.1929931640625
2014-12-31,317.4
2015-01-01,314.2489929199219
2015-01-02,315.0320129394531
2015-01-03,281.0820007324219
2015-01-04,264.19500732421875
2015-01-05,274.4739990234375
2015-01-06,286.1889953613281
2015-01-07,294.3370056152344
2015-01-08,283.3489990234375
2015-01-09,290.4079895019531
2015-01-10,274.7959899902344
2015-01-11,265.6600036621094
2015-01-12,267.7959899902344
2015-01-13,230.89
